NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
4710,내 가랑이 사이로 들어온 그녀,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4711,내 사장의 아내,유만종,P&미디어,,P&미디어,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4712,내 아내의 문란한 사생활,토미죠 타로,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4713,내 애인과 바꿔 맛본 친구 애인,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4714,내가 못 나가는 것도 아닌데,김충길,김충길 필름,,김충길 필름,2022-08-,개봉영화,장편,한국,4,,48,,27,드라마,12세이상관람가,독립/예술영화
4715,노는 장모,김레이,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4716,노스맨,로버트 에거스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-08-,개봉영화,장편,미국,38,,,,713,드라마,청소년관람불가,일반영화
4717,녹턴,정관조,미디어나무,,(주)시네마달,2022-08-,개봉영화,장편,한국,54,,,,,다큐멘터리,12세이상관람가,독립/예술영화
4718,놉,조던 필,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-08-,개봉영화,장편,미국,,,,,,미스터리,12세이상관람가,일반영화
4719,눈떠보니 남편상사 무삭제판,,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4720,다 조카라 그래,이상영,블루커뮤니케이션,,블루커뮤니케이션,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4721,다른 놈과 놀아나는 못된 마누라,신혜영,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4722,대명천군 금의위,등연성,,,(유)조이앤시네마,2022-08-,개봉영화,장편,중국,5,,71,,21,액션,15세이상관람가,독립/예술영화
4723,땀에 젖은 새엄마,,,,(주)라온컴퍼니플러스,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4724,락다운 213주,아담 메이슨,,그린나래미디어(주),"그린나래미디어(주),(주)인터파크",2022-08-,개봉영화,장편,미국,61,,361,,221,스릴러,15세이상관람가,일반영화
4725,렌탈섹스:특별한 서비스,아베 신야,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4726,리미트,이승준,"(주)베러투모로우,나로픽처스(주),(유)조이앤시네마",,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2022-08-,개봉영화,장편,한국,687,,,,,범죄,15세이상관람가,일반영화
4727,리볼버,가이 리치,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2022-08-,개봉영화,장편,영국,67,,,,748,범죄,15세이상관람가,독립/예술영화
4728,마누라 바꿔먹기,민정현,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4729,말아,곽민승,왓에버웍스,,㈜인디스토리,2022-08-,개봉영화,장편,한국,33,,,,,드라마,12세이상관람가,독립/예술영화
4730,머메이드 다운,,,주식회사 풍경소리,주식회사 풍경소리,2022-08-,개봉영화,장편,미국,1,,20,0,0,판타지,15세이상관람가,일반영화
4731,먹어주는 옆집 유부녀,,,,(주)박수엔터테인먼트,2022-08-,개봉영화,장편,일본,1,,1,0,0,드라마,청소년관람불가,일반영화
4732,멋진 세계,니시카와 미와,,(주)엣나인필름,(주)엣나인필름,2022-08-,개봉영화,장편,일본,47,,,,,드라마,15세이상관람가,독립/예술영화
4733,모모카의 섹스 다이어리,아베 신야,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4734,모퉁이,신선,,,(주)영화사 그램,2022-08-,개봉영화,장편,한국,20,,,,863,드라마,12세이상관람가,독립/예술영화
4735,미인도: 와신상담,,,,초코필름,2022-08-,개봉영화,장편,중국,5,,100,,20,액션,15세이상관람가,독립/예술영화
4736,바다 탐험대 옥토넛 : 탐험선 대작전,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),2022-08-,개봉영화,장편,영국,241,,,,,애니메이션,전체관람가,독립/예술영화
4737,방과후 2대1 특별수업,김민재,영화사 레드카펫,,주식회사 루믹스미디어,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4738,뱀 : 길고 두꺼움에 관통당한 날,코야마 마사츠구,,,(주)씨맥스커뮤니케이션즈,2022-08-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4739,뱅크시,엘리오 에스파나,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2022-08-,개봉영화,장편,영국,35,,,,,다큐멘터리,전체관람가,독립/예술영화
4740,베르히만 아일랜드,미아 한센-로브,,찬란,찬란,2022-08-,개봉영화,장편,프랑스,45,,,,,드라마,15세이상관람가,독립/예술영화
4741,보일링 포인트,필립 바랜티니,,(주)이놀미디어,(주)이놀미디어,2022-08-,개봉영화,장편,영국,41,,,,,스릴러,15세이상관람가,독립/예술영화
4742,불륜은 비즈니스다,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4743,불륜은 비즈니스다 무삭제판,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4744,불륜이지만 괜찮아,이로운,(주)영화사히트,,(주)영화사히트,2022-08-,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
4745,불릿 트레인,데이빗 레이치,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-08-,개봉영화,장편,미국,904,,,,,액션,청소년관람불가,일반영화
4746,비상선언,한재림,"(주)매그넘나인,(주)씨제스엔터테인먼트,씨네주 유한회사",,(주)쇼박스,2022-08-,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화
4747,빨간 맛 그녀,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4748,사랑할 땐 누구나 최악이 된다,요아킴 트리에,,그린나래미디어(주),"그린나래미디어(주),(주)하이스트레인저",2022-08-,개봉영화,장편,노르웨이,68,,,,,멜로/로맨스,15세이상관람가,독립/예술영화
4749,사위 사랑은 장모 3,민정현,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4750,상담받다 물터진 미시녀,카리노나 마이,,,주식회사 미콘,2022-08-,개봉영화,장편,일본,1,,1,0,0,드라마,청소년관람불가,일반영화
4751,새엄마는 궁합친구,모소조쿠,,,(주)라온컴퍼니플러스,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4752,새엄마의 은밀한 사정,나카노 야요이,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4753,선택! 새엄마와 여동생,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4754,성적 올려주는 I컵 과외 선생님,아사기리 키요시,,,(주)콘텐츠윙,2022-08-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4755,섹스의 장인,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4756,수상한 상담사,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4757,쉬지않는 며느리 무삭제판,,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4758,슈퍼 후?,필리프 라슈,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2022-08-,개봉영화,장편,프랑스,5,,100,,20,코미디,15세이상관람가,독립/예술영화
4759,스와핑 돌려먹는 친구들,이미소,영화사 레드카펫,,주식회사 루믹스미디어,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4760,시맨틱 에러: 더 무비,김수정,주식회사 왓챠,,주식회사 왓챠,2022-08-,개봉영화,장편,한국,54,,,,,멜로/로맨스,12세이상관람가,일반영화
4761,썬다운,미셸 프랑코,,M&M 인터내셔널,M&M 인터내셔널,2022-08-,개봉영화,장편,프랑스,41,,,,,미스터리,15세이상관람가,독립/예술영화
4762,쏘 핫 : 싱글지옥,김태훈,(주)픽쳐레스크,,(주)픽쳐레스크,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4763,아라시 20주년 투어 콘서트 5✕20,츠츠미 유키히코,,찬란,찬란,2022-08-,개봉영화,장편,일본,18,,,,685,공연,전체관람가,일반영화
4764,어웨이크,이윤호,주식회사 티에스나린시네마,,"주식회사 엔픽플,트윈플러스파트너스(주)",2022-08-,개봉영화,장편,한국,72,,,,,미스터리,15세이상관람가,독립/예술영화
4765,엄마 몰래 집에서 섹스하는 10가지 방법 무삭제,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4766,엄마의 손맛,모소조쿠,,,(주)가온콘텐츠,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4767,엄마친구 2022 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4768,여대생 노래방,유만종,P&미디어,,P&미디어,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4769,옆집 남자의 노리개가 된 부인,카와이 조지,,,(주)씨맥스커뮤니케이션즈,2022-08-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4770,옆집 돌싱맘:한 번 다녀온 여자가 좋아,디렉터 O,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4771,옆집남자 대물에 홍콩간 아내,,,,(주)코빈커뮤니케이션즈,2022-08-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4772,오싹한 동거,황경성,(주)컨택트미디어,,(주)컨택트미디어,2022-08-,개봉영화,장편,한국,5,,542,,481,멜로/로맨스,12세이상관람가,일반영화
4773,오후의 정사,,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,캐나다,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4774,외로워하는 돌싱 이모의 젖은 속살,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4775,욕구 터진 며느리:그동안 많이 쌓였죠?,디렉터 O,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4776,우먼,"얀 아르튀스-베르트랑,아나스타샤 미코바",,(주)에스와이코마드,(주)에스와이코마드,2022-08-,개봉영화,장편,프랑스,14,,318,,247,다큐멘터리,15세이상관람가,독립/예술영화
4777,유나바머: 테드 K,,,씨네라인월드(주),씨네라인월드(주),2022-08-,개봉영화,장편,미국,5,,48,,34,범죄,15세이상관람가,독립/예술영화
4778,육덕 여상사에 먹혀버린 물건,K.C. 타케다,,,(주)콘텐츠윙,2022-08-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4779,육덕진 여 후배와 농염한 사모님,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4780,육사오(6/45),박규태,"(주)티피에스컴퍼니,(주)싸이더스",,"(주)홈초이스,(주)싸이더스",2022-08-,개봉영화,장편,한국,,,,,,코미디,12세이상관람가,일반영화
4781,은꼴한 야근:한 번 합시다,빈센트 갸루,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4782,음란한 큰가슴 무삭제판,,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4783,음탕한 새엄마의 비밀섹스,사쿠라비토,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4784,의외로 쉽게 넣어준 그녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4785,이모관계:제모하고 해볼까?,나베,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4786,이혼 후 외로워하는 친구 누나,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4787,인플루엔자,황준하,아이 엠,,아이 엠,2022-08-,개봉영화,장편,한국,15,,534,,414,드라마,15세이상관람가,독립/예술영화
4788,작은새와 돼지씨,김새봄,레드펀트,,필름다빈,2022-08-,개봉영화,장편,한국,9,,525,,416,다큐멘터리,전체관람가,독립/예술영화
4789,잔뜩 쌓인 새엄마 달래주기,오가타 킨,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4790,잘 세우는 도우미가 좋아,나베,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4791,잘 줄 것 같은 돌싱 누나,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4792,잘빠진 며늘아기,이로운,(주)영화사히트,,(주)영화사히트,2022-08-,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
4793,장난스런 섹스,이로운,(주)영화사히트,,(주)영화사히트,2022-08-,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
4794,전 남친과 놀아난 음란아내,,,,(주)코빈커뮤니케이션즈,2022-08-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4795,제로스 앤 원스,아벨 페라라,,(주)누리픽쳐스,(주)누리픽쳐스,2022-08-,개봉영화,장편,독일,5,,31,0,0,전쟁,15세이상관람가,독립/예술영화
4796,중독:나쁜 남자,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-08-,개봉영화,장편,한국,5,,5,0,0,멜로/로맨스,청소년관람불가,일반영화
4797,질펀 마사지:물 터진 날,K-타로,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4798,치한 전철 : 쾌락으로 바뀐 수치심,카와이 조지,,,(주)씨맥스커뮤니케이션즈,2022-08-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4799,카우,안드레아 아놀드,,그린나래미디어(주),그린나래미디어(주),2022-08-,개봉영화,장편,영국,9,,326,,254,다큐멘터리,12세이상관람가,독립/예술영화
4800,코코순이,이석재,"KBS,커넥트픽쳐스(주)",,커넥트픽쳐스(주),2022-08-,개봉영화,장편,한국,50,,,,,다큐멘터리,전체관람가,독립/예술영화
4801,콘서트를 지켜라,"이미리,설민아",(주)캐리소프트,,롯데컬처웍스(주)롯데엔터테인먼트,2022-08-,개봉영화,장편,한국,19,,710,,460,공연,전체관람가,일반영화
4802,쿨한 며느리:자꾸만 선 넘네,사쿠라비토,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4803,큐브,,,찬란,(주)디스테이션,2022-08-,개봉영화,장편,일본,51,,,,,스릴러,15세이상관람가,일반영화
4804,큰거 좋아하는 새엄마,이로운,(주)영화사히트,,(주)영화사히트,2022-08-,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
4805,탐스러운 친구여친 무삭제판,마메자와 마메타로,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4806,테이크 오프: 파도위에 서다,강대희,"데이 나이트 컴퍼니,(주)프레임픽쳐스",,(주)아우라픽처스,2022-08-,개봉영화,장편,한국,4,,169,,151,드라마,12세이상관람가,독립/예술영화
4807,투란도트 어둠의 왕국,김시우,(주)나인테일즈코리아,,주식회사 블루필름웍스,2022-08-,개봉영화,장편,한국,18,,966,,197,뮤지컬,12세이상관람가,일반영화
4808,파라다이스 하이웨이,안나 구또,,판씨네마(주),판씨네마(주),2022-08-,개봉영화,장편,미국,53,,,,,액션,15세이상관람가,독립/예술영화
4809,파로호,임상수,한국영화아카데미,,(주)더쿱디스트리뷰션,2022-08-,개봉영화,장편,한국,51,,,,,스릴러,15세이상관람가,독립/예술영화
4810,폭풍우: 상사 부인과 둘만의 밤,마메자와 마메타로,,,(주)씨맥스커뮤니케이션즈,2022-08-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4811,풀타임,,,주식회사 슈아픽처스,주식회사 슈아픽처스,2022-08-,개봉영화,장편,프랑스,59,,,,,드라마,전체관람가,독립/예술영화
4812,하마사키 마오의 잘 주는 여상사,나가에 타카미,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4813,하숙집 : 그녀들의 신음소리 3,조필구,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4814,합마신공,,,,초코필름,2022-08-,개봉영화,장편,중국,5,,100,,20,액션,15세이상관람가,독립/예술영화
4815,해야만 한다,이상영,블루커뮤니케이션,,블루커뮤니케이션,2022-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4816,형부 유혹한 음탕한 처제,K.C. 타케다,,,(주)콘텐츠윙,2022-08-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4817,활짝 벌린 이모님,모소조쿠,,,(주)가온콘텐츠,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4818,흑형 : 특별한 영어 수업,여석주,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,5,,100,,20,멜로/로맨스,청소년관람불가,일반영화
4819,흔들린 새엄마:선 넘는 날,로쿠탄조노 세이시,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4820,히즈 아웃 데어,퀸 래셔,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2022-08-,개봉영화,장편,미국,20,,660,,200,공포(호러),15세이상관람가,일반영화
4821,2차 송환,김동원,푸른영상,,(주)시네마달,2022-09-,개봉영화,장편,한국,16,,415,,373,다큐멘터리,12세이상관람가,독립/예술영화
4822,7일간의 스와핑,김만석,(주)영화사가을,,(주)영화사가을,2022-09-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4823,9명의 번역가,레지스 르왕사르,,(주)도키엔터테인먼트,(주)이놀미디어,2022-09-,개봉영화,장편,프랑스,99,,,,,미스터리,15세이상관람가,독립/예술영화
4824,EBS친구들 씽씽 댄스파티,,한국교육방송공사 EBS,,(주)에픽캔,2022-09-,개봉영화,장편,한국,1,,60,,22,가족,전체관람가,일반영화
4825,거부할 수 없는 유혹,,,,(주)픽쳐레스크,2022-09-,개봉영화,장편,캐나다,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4826,거유녀들의 가슴봉사,호소카와 켄,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4827,거유녀의 섹스 취향,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4828,공조2: 인터내셔날,이석훈,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2022-09-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화
4829,귀농 유부녀 동네 남자 추수,,,,(주)씨맥스커뮤니케이션즈,2022-09-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4830,귀멸의 칼날: 장구저택 편,소토자키 하루오,,애니맥스 브로드캐스팅 코리아 유한회사,(주)박수엔터테인먼트,2022-09-,개봉영화,장편,일본,100,,,,,애니메이션,15세이상관람가,일반영화
4831,극장판 5등분의 신부,진보 마사토,,(주)애니플러스,(주)애니플러스,2022-09-,개봉영화,장편,일본,91,,,,,애니메이션,12세이상관람가,일반영화
4832,극장판 엄마 까투리: 도시로 간 까투리 가족,정길훈,(주)퍼니플럭스,,(주)넥스트엔터테인먼트월드(NEW),2022-09-,개봉영화,장편,한국,616,,,,,애니메이션,전체관람가,일반영화
4833,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,타카하시 와타루,,(주)씨제이이엔엠,(주)씨제이이엔엠,2022-09-,개봉영화,장편,일본,873,,,,,애니메이션,전체관람가,일반영화
4834,극장판 헬로카봇: 수상한 마술단의 비밀,"최신규,이슬기,정승원","(주)초이락컨텐츠컴퍼니,스튜디오더블유바바(주)",,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-,개봉영화,장편,한국,790,,,,,애니메이션,전체관람가,일반영화
4835,기기묘묘,"이탁,남순아,심규호,김동식",,,필름다빈,2022-09-,개봉영화,옴니버스,한국,24,,,,872,공포(호러),15세이상관람가,독립/예술영화
4836,끈적한 마사지가 좋아,K-타로,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4837,끝내주는 찰떡궁합,이가온,(주)케이알씨지,,(주)케이알씨지,2022-09-,개봉영화,장편,한국,2,,2,0,0,멜로/로맨스,청소년관람불가,일반영화
4838,나의 굿 섹스파트너,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4839,남의 여자를 탐하는 대물,카리노나 마이,,,주식회사 미콘,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4840,남친 몰래 세워주는 여자들,나베,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4841,남편 상사의 거친 맛,나가에 타카미,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4842,남편을 위해 당하는 아내,미시마 로쿠사부로,,,(주)코빈커뮤니케이션즈,2022-09-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4843,내 여친을 공유했습니다,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4844,내 침대에 옆집여자가 잔다,디렉터 O,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4845,내가 첫 경험 시켜준 과외 누나,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4846,내아내의여제자_무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2022-09-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4847,노래방 유부녀들 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2022-09-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4848,누나보다 맛있는 아줌마,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4849,늑대사냥,김홍선,"(주)콘텐츠지,(주)영화사채움",,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",2022-09-,개봉영화,장편,한국,,,,,,액션,청소년관람불가,일반영화
4850,다 잘된 거야,프랑수아 오종,,(주)더쿱디스트리뷰션,(주)더쿱디스트리뷰션,2022-09-,개봉영화,장편,프랑스,40,,,,,드라마,12세이상관람가,독립/예술영화
4851,달이 지는 밤,"김종관,장건재",(재)무주산골문화재단,,(주)디오시네마,2022-09-,개봉영화,장편,한국,47,,,,,드라마,15세이상관람가,독립/예술영화
4852,달콤한 새엄마,모소조쿠,,,(주)가온콘텐츠,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4853,당신의 이웃은 친절하지 않다,안드로,(주)빅픽처,,주식회사 씨엠닉스,2022-09-,개봉영화,장편,한국,9,,395,,250,미스터리,15세이상관람가,독립/예술영화
4854,대리모 : 위험한 관계,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-09-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4855,대물에 꽂힌 여직원,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4856,대물에 헐어버린 어장 관리녀,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4857,데인저 파크,M.J. 버세트,,(주)누리픽쳐스,(주)누리픽쳐스,2022-09-,개봉영화,장편,미국,1,,1,0,0,액션,15세이상관람가,일반영화
4858,도굴: 패왕총,조소구,,,(유)조이앤시네마,2022-09-,개봉영화,장편,중국,5,,62,,20,액션,12세이상관람가,독립/예술영화
4859,동정뺏은 아랫도리,모소조쿠,,,(주)가온콘텐츠,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
