NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
2334,24살윤율의섹시한젖가슴,판,스마일컨텐츠,,스마일컨텐츠,20210312,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2335,막주기로 소문난 도쿄새댁,존 류지,,,주식회사 미콘,20210312,개봉영화,장편,일본,1,1000,1,0,0,드라마,청소년관람불가,일반영화
2336,바람에 날라온 유부녀 팬티 무삭제판,이와나가 스토루네,,,(주)영진크리에이티브,20210312,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2337,비밀 키스: 슈퍼스타 전 여친,나카지마 토모코,,,(주)씨맥스커뮤니케이션즈,20210312,개봉영화,장편,일본,1,90000,18,0,0,드라마,청소년관람불가,일반영화
2338,섹시한 방문판매원 마오,버드맨 텟페이,,,(주)영진크리에이티브,20210312,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2339,아내의 몸으로 생계유지,,,,(주)씨맥스커뮤니케이션즈,20210312,개봉영화,장편,일본,1,90000,18,0,0,드라마,청소년관람불가,일반영화
2340,아들의 끼부리는 여자 무삭제판,사이유키,,,(주)영진크리에이티브,20210312,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2341,욕구불만 형수님,버드맨 텟페이,,,(주)영진크리에이티브,20210312,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2342,이웃집 BJ,양호열,케이제이픽처스,,케이제이픽처스,20210312,개봉영화,장편,한국,5,5000,5,1000,1,성인물(에로),청소년관람불가,일반영화
2343,일부다처제,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210312,개봉영화,장편,한국,19,65000,19,3000,2,멜로/로맨스,청소년관람불가,일반영화
2344,자가격리파트너 윤아,양호열,케이제이픽처스,,케이제이픽처스,20210312,개봉영화,장편,한국,5,5000,5,1000,1,성인물(에로),청소년관람불가,일반영화
2345,겁탈당한 유부녀 무삭제판,,,,(주)라온컴퍼니플러스,20210315,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2346,굶주린 며느리의 성교육,시온,,,(주)영진크리에이티브,20210315,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2347,남편 죗값 대신 팬티 벗을게요,나가에 타카미,,,(주)영진크리에이티브,20210315,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2348,남편보다 점장님 무삭제판,사다오카 사다오,,,(주)라온컴퍼니플러스,20210315,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2349,눈떠보니 제수씨 무삭제판,,,,(주)라온컴퍼니플러스,20210315,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2350,명기:홍콩 한번 가볼래?,마츠오카 쿠니히코,,,(주)영진크리에이티브,20210315,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2351,밀애 : 외로운 형수,신우찬,(주)영화사가을,,(주)영화사가을,20210315,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2352,새엄마4,최찬호,(주)영화사가을,,(주)영화사가을,20210315,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
2353,새엄마의 위험한 사정,코이케.Jp,,,(주)영진크리에이티브,20210315,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2354,싸버린 택배기사 무삭제판,니쿠 미코토,,,(주)라온컴퍼니플러스,20210315,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2355,욕정의 며느리2 무삭제판,칸바라 나오토,,,(주)라온컴퍼니플러스,20210315,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2356,욕정해결사 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,20210315,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2357,육덕녀의 고객관리 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,20210315,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2358,커플의 세계,연주윤,유한회사 영화사 반딧불,,유한회사 영화사 반딧불,20210315,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
2359,팔려버린 아내 무삭제판,사다오카 사다오,,,(주)라온컴퍼니플러스,20210315,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2360,흠뻑젖은 사모님 무삭제판,사다오카 사다오,,,(주)라온컴퍼니플러스,20210315,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2361,모녀 카센터,문정동 쪼형,두리컴,,(주)코빈커뮤니케이션즈,20210316,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
2362,미워도 떡 한번만,정지승,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,20210316,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
2363,버스납치 리턴즈,후지와라 켄이치,,,(주)영진크리에이티브,20210316,개봉영화,장편,일본,1,6000,1,0,0,코미디,12세이상관람가,일반영화
2364,불륜 동창회 3 무삭제,조태호,(주)영화사가을,,(주)영화사가을,20210316,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2365,세 자매:교환섹스,히이라기 엔부,,,(주)영진크리에이티브,20210316,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2366,유부녀들:섹스스캔들,하라다 칸토나,,,(주)영진크리에이티브,20210316,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2367,커플교환 : 여자친구가 원해서,한대위,(주)영화사가을,,(주)영화사가을,20210316,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2368,타이만,나카시마 타케시,,,(주)영진크리에이티브,20210316,개봉영화,장편,일본,1,6000,1,0,0,액션,청소년관람불가,일반영화
2369,B형물많고화끈한처제-무삭제,판,스마일컨텐츠,,스마일컨텐츠,20210317,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2370,관음증:새엄마 훔쳐보기,진 류지,,,(주)영진크리에이티브,20210317,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2371,그녀가 사라졌다,루크 이브,,주식회사 제이씨엔터웍스,(주)스튜디오디에이치엘,20210317,개봉영화,장편,호주,143,61723800,7042,26559600,2999,멜로/로맨스,12세이상관람가,독립/예술영화
2372,그녀의 첫사랑,판,(주)영진크리에이티브,,(주)영진크리에이티브,20210317,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2373,끝난 사람,,,,(주)미디어캐슬,20210317,개봉영화,장편,일본,3,328040,44,308040,42,코미디,12세이상관람가,독립/예술영화
2374,남의 아내를 탐하다,사노 B사쿠,,,(주)영진크리에이티브,20210317,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2375,동서의 손맛,최정자,주식회사 플릭스코,,주식회사 플릭스코,20210317,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
2376,랜드,로빈 라이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20210317,개봉영화,장편,미국,25,24080300,3722,18223100,3016,드라마,12세이상관람가,일반영화
2377,모리타니안,케빈 맥도널드,,(주)퍼스트런,(주)디스테이션,20210317,개봉영화,장편,미국,586,362686650,40506,122414480,13436,스릴러,15세이상관람가,독립/예술영화
2378,브레이브 언더 파이어,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20210317,개봉영화,장편,러시아,203,117845400,14922,28527300,3867,액션,12세이상관람가,일반영화
2379,야한 제수씨의 은밀한 비밀,버드맨 텟페이,,,(주)영진크리에이티브,20210317,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2380,어린 집사,판,(주)영진크리에이티브,,(주)영진크리에이티브,20210317,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2381,하마사키 마오의 색다른 서비스,나가에 타카미,,,(주)영진크리에이티브,20210317,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2382,117편의 러브레터,페트르 가르도스,,알토미디어(주),알토미디어(주),20210318,개봉영화,장편,헝가리,18,5362770,720,3406670,439,멜로/로맨스,15세이상관람가,독립/예술영화
2383,깨져버린 불륜,,,,(주)픽쳐레스크,20210318,개봉영화,장편,미국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2384,남편 친구 - 무삭제,윤경식,(주)픽쳐레스크,,(주)픽쳐레스크,20210318,개봉영화,장편,한국,1,300000,60,300000,60,성인물(에로),청소년관람불가,일반영화
2385,더 킹: 독립 전쟁,미할 로사,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,20210318,개봉영화,장편,폴란드,5,6000,5,2000,1,전쟁,15세이상관람가,독립/예술영화
2386,라라의 신비한 모험,리스 오스볼,,"주식회사 컨텐츠썬,와이드 릴리즈(주)",와이드 릴리즈(주),20210318,개봉영화,장편,기타,165,23300050,2808,4668900,535,애니메이션,전체관람가,독립/예술영화
2387,몸 달은 세 모녀,히이라기 엔부,,,(주)영진크리에이티브,20210318,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2388,몸으로 희생하는 그녀들,토미죠 타로,,,(주)영진크리에이티브,20210318,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2389,성인용품 판매원 쿄코의 특별한 영업,버드맨 텟페이,,,(주)영진크리에이티브,20210318,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2390,실종: 사라진 사람들,스타니슬라브 카프랄로브,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20210318,개봉영화,장편,미국,30,3105180,348,616900,65,공포(호러),15세이상관람가,독립/예술영화
2391,쓰리썸씽,,,,주식회사 루믹스미디어,20210318,개봉영화,장편,미국,1,1000,1,0,0,코미디,청소년관람불가,일반영화
2392,아수라도,윤여창,굿픽처스,,(주)제이앤씨미디어그룹,20210318,개봉영화,장편,한국,101,27725060,3166,5309570,634,액션,청소년관람불가,일반영화
2393,아일로,,,(주)올스타엔터테인먼트,(주)에스와이코마드,20210318,개봉영화,장편,프랑스,25,5504370,655,3283770,360,다큐멘터리,전체관람가,독립/예술영화
2394,원초적 본능,폴 버호벤,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20210318,개봉영화,장편,미국,32,12946000,1927,6591500,975,미스터리,청소년관람불가,일반영화
2395,육체봉사:달래드릴게요,토미죠 타로,,,(주)영진크리에이티브,20210318,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2396,정말 먼 곳,박근영,봄내필름,,그린나래미디어(주),20210318,개봉영화,장편,한국,204,70564880,8662,40593390,4818,드라마,12세이상관람가,독립/예술영화
2397,초대받은 배달부 무삭제판,이상수,선셋 시네마,,선셋 시네마,20210318,개봉영화,장편,한국,1,6000,1,0,0,기타,청소년관람불가,일반영화
2398,파이터,윤재호,영화사 해그림 주식회사,,㈜인디스토리,20210318,개봉영화,장편,한국,74,44138090,5796,24457750,3164,드라마,12세이상관람가,독립/예술영화
2399,프로젝트 마스,,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,20210318,개봉영화,장편,러시아,5,310000,32,140000,14,SF,12세이상관람가,독립/예술영화
2400,하드코어,야마시타 노부히로,,(주)미디어캐슬,(주)미디어캐슬,20210318,개봉영화,장편,일본,1,344500,36,344500,36,코미디,청소년관람불가,독립/예술영화
2401,힘 좋은 시아버지와 착한 며느리,송정규,(주)나우콘텐츠,,(주)나우콘텐츠,20210318,개봉영화,장편,한국,1,100000,20,0,0,멜로/로맨스,청소년관람불가,일반영화
2402,몬테크리스토: 더 뮤지컬 라이브,오윤동,씨제이포디플렉스 주식회사,,"CGV ICECON,씨제이포디플렉스 주식회사",20210319,개봉영화,장편,한국,90,279817500,14528,120363000,6250,공연,12세이상관람가,일반영화
2403,섹 마녀,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210319,개봉영화,장편,한국,20,66000,20,3000,2,멜로/로맨스,청소년관람불가,일반영화
2404,팬티하우스,김동해,케이엘 픽쳐스,,케이엘 픽쳐스,20210319,개봉영화,장편,한국,1,68000,34,68000,34,멜로/로맨스,청소년관람불가,일반영화
2405,섹스하우스,김동해,라이어 시네마,,케이엘 픽쳐스,20210320,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
2406,맛있는 자매덮밥,알렉사 박,타이티 필름,,케이엘 픽쳐스,20210321,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
2407,300: 전사의 귀환,크리스토퍼 포브스,,,(주)영화사 안다미로,20210322,개봉영화,장편,미국,1,1000,1,0,0,액션,15세이상관람가,일반영화
2408,계부의 욕정 무삭제판,사다오카 사다오,,,(주)라온컴퍼니플러스,20210322,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2409,관음증 남편 : 거유 아내 무삭제판,,,,(주)라온컴퍼니플러스,20210322,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2410,남편 같은 큰 아들 무삭제판,카즈마,,,(주)라온컴퍼니플러스,20210322,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2411,남편상사들2 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,20210322,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2412,노 맨스 랜드,미카 라이언스,,,(주)영화사 안다미로,20210322,개봉영화,장편,미국,1,1000,1,0,0,액션,15세이상관람가,일반영화
2413,많이 쌓인 형수:우리 해볼까?,버드맨 텟페이,,,(주)영진크리에이티브,20210322,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2414,방판녀의 신들린 허리놀림,버드맨 텟페이,,,(주)영진크리에이티브,20210322,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2415,상사의 아내2 무삭제판,료타,,,(주)라온컴퍼니플러스,20210322,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
2416,외로운 형수님의 은밀한 유혹,버드맨 텟페이,,,(주)영진크리에이티브,20210322,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
2417,잔뜩 물오른 며느리들,밤비노 푸린,,,(주)영진크리에이티브,20210322,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
